Audit Type,Section,"Key

				Activity",Established Performance Criteria,Audit Inquiry,"Req-

				uired/

				Address-

				able"
Security,§164.312(a)(2)(iv),Access Control -- Encryption and Decryption,§164.312(a)(2)(iv): Implement a mechanism to encrypt and decrypt electronic protected health information.,"Does the entity have policies and procedures in place to encrypt and decrypt ePHI including processes regarding the use and management of the confidential process or key used to encrypt and decrypt ePHI?


				Does the entity encrypt and decrypt ePHI including processes regarding the use and management of the confidential process or key used to encrypt and decrypt ePHI?


				Obtain and review the policies and procedures regarding the encryption and decryption of ePHI. Evaluate the content relative to the specified criteria to determine that the implementation and use of encryption appropriately protects ePHI.


				Elements to review may include but are not limited to:

				• Type(s) and documentation of encryption technology used for devices and media that contain or have access to ePHI

				• How the confidential processes or keys used for encryption and decryption are managed and protected

				• How access to modify or create keys is restricted to appropriate personnel


				Obtain and review documentation demonstrating ePHI being encrypted and decrypted. Evaluate and determine if ePHI is encrypted and decrypted in accordance with related policies and procedures.


				Has the entity chosen to implement an alternative measure?

				If yes, obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.

				Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification.",A
Security,§164.312(b),Audit Controls,"§164.312(b): Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.","Does the entity have policies and procedures in place to implement hardware, software and/or procedural mechanisms to record and examine activity in information systems that contain or use ePHI?


				Does the entity have hardware, software and/or procedural mechanism to record and examine activity in information systems that contain or use ePHI?


				Obtain and review documentation relative to audit controls. Evaluate whether risk-based audit controls have been implemented over all electronic information systems that contain or use ePHI.

				Elements to review may include but are not limited to:

				• Identification of the risk-based audit controls over all information systems that contain or use ePHI

				• How are systems and applications evaluated to determine if auditing controls should be implemented

				• Identification of what applications and systems will be audited

				• Procedures on how systems will be audited


				Obtain and review documentation demonstrating the implementation of hardware, software and/or procedural mechanisms to record and examine activity. Evaluate and determine whether information systems that contain or use ePHI activities are being recorded and examined; activities being recorded and examined appropriately and in accordance with related policies and procedures.",R
Security,§164.312(c)(1),Integrity,§164.312(c)(1): Implement policies and procedures to protect electronic protected health information from improper alteration or destruction.,"Does the entity have policies and procedures in place to protect ePHI from improper alteration or destruction?


				Does the entity protect ePHI form improper alteration or destruction?


				Obtain and review policies and procedures regarding the implementation of integrity controls to protect ePHI. Evaluate if the implemented integrity controls appropriately protect the entity's ePHI from improper alteration or destruction.


				Elements to review may include but are not limited to:

				• What processes are in place to protect ePHI from improper alteration or destruction

				• How processes protect ePHI from improper alteration or destruction

				• How processes detect improper alteration or destruction of ePHI

				• What actions are taken if improper alteration or destruction of ePHI is detected


				Obtain and review documentation demonstrating processes in place to protect ePHI from improper alteration or destruction. Evaluate and determine whether implementation of process in in accordance with related policies and procedures.


				Obtain and review documentation demonstrating processes protecting ePHI from improper alteration or destruction. Evaluate and determine whether ePHI is properly protected from alteration or destruction; processes in place to protect ePHI correlates with safeguards identify in integrity control policies and procedures.",R
Security,§164.312(c)(2),Integrity -- Mechanism to Authenticate ePHI,§164.312(c)(2): Implement electronic mechanisms to corroborate that electronic protected health information has not been altered or destroyed in an unauthorized manner.,"Does the entity have policies and procedures in place regarding the implementation of electronic mechanisms to corroborate that ePHI has not been altered or destroyed in an unauthorized manner?


				Does the entity have electronic mechanism to corroborate that ePHI has not been altered or destroyed in an unauthorized manner?


				Obtain and review policies and procedures for authenticating ePHI. Evaluate the content relative to the specified criteria to determine that electronic mechanisms are in place to authenticate ePHI.


				Elements to review include but are not limited to:

				• How to detect if ePHI has not been altered or destroyed

				• How to detect if ePHI has been altered or destroyed in an unauthorized manner.


				Obtain and review documentation demonstrating that electronic mechanisms are implemented to authenticate ePHI. Evaluate the implemented mechanisms to determine that the implemented mechanisms would appropriately corroborate that ePHI has not been altered or destroyed in an unauthorized manner.


				Has the entity chosen to implement an alternative measure?

				If yes, obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.

				Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification.",A
Security,§164.312(d),Person or Entity Authentication,§164.312(d): Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,"Does the entity have policies and procedures in place to verify that a person or entity seeking access to ePHI is the one claimed?

				Does the entity verify that a person or entity seeking access to ePHI is the one claimed?


				Obtain and review policies and procedures regarding person or entity authentication. Evaluate if systems and applications requiring authentication have been identified and whether authentication procedures have been implemented for the systems and applications that require authentication.

				Elements to review may include but are not limited to:

				• The authentication procedures for all systems and applications that access ePHI.

				• Procedures to evaluate information systems and application authentication methods.

				• The authentication process for verifying identity of a real person or an automated process or entity.


				Obtain and review documentation demonstrating the implementation of authentication procedures for persons or entities seeking access to ePHI. Evaluate and determine whether the implemented authentication procedures are sufficient to verify that the persons or entity seeking access to ePHI is the one claimed.",R
Security,§164.312(e)(1),Transmission,§164.312(e)(1): Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,"Does the entity have policies and procedures in place to implement technical security controls to guard against unauthorized access to ePHI transmitted over electronic communications networks?


				Does the entity have security controls to guard against unauthorized access to ePHI transmitted over electronic communications networks?


				Obtain and review policies and procedures related to transmission security controls. Evaluate content relative to the specified criteria to determine that the technical security controls implemented guards against unauthorized access to ePHI transmitted over electronic communication networks.


				Elements to review may include but are not limited to:

				• Identify the various methods, devices, and networks used to electronically transmit ePHI

				• The procedures to evaluate and select appropriate technical controls to secure ePHI transmitted across all of its devices and networks

				• Identify the technical security controls implemented to guard against unauthorized access to ePHI transmitted over electronic communication networks


				Obtain and review documentation demonstrating the implementation of technical security measures to protect electronic transmissions of ePHI. Evaluate the content in relation to the specified criteria to determine that the implemented technical security measures are sufficient to guard against unauthorized access to the electronically transmitted ePHI.",R
Security,§164.312(e)(2)(i),Transmission Security -- Integrity Controls,§164.312(e)(2)(i): Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,"Does the entity have policies and procedures in place to implement security measures to ensure that electronically transmitted ePHI cannot be improperly modified without detection until disposed of.


				Obtain and review policies and procedures related to transmission security measures. Evaluate content relative to the specified criteria to determine that the security measures are implemented to ensure that electronically transmitted ePHI cannot be improperly modified without detection.


				Elements to review may include but are not limited to:

				• The security measures in place to ensure that electronically transmitted ePHI has not been improperly modified without detection

				• How to detect if transmitted ePHI has been improperly modified


				Obtain and review documentation demonstrating the implementation of security measures to protect electronic transmissions of ePHI. Evaluate the content to determine if the implemented security measures ensure that electronically transmitted PHI cannot be improperly modified without detection.


				Has the entity chosen to implement an alternative measure?

				If yes, obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.

				Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification.",A
Security,§164.312(e)(2)(ii),Transmission Security --Encryption,§164.312(e)(2)(ii): Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,"Does the entity have policies and procedures in place to implement an encryption mechanism to encrypt ePHI whenever deemed appropriate?


				Does the entity have encryption mechanism to encrypt ePHI whenever deemed?


				Obtain and review policies and procedures regarding the encryption of electronically transmitted ePHI. Evaluate the content relative to the specified criteria to determine that the implementation and use of encryption appropriately secures electronically transmitted ePHI.


				Elements to review may include but are not limited to:

				• Type(s) and documentation of encryption technology used to secure electronically transmitted ePHI

				• How the confidential processes or keys used for encryption are managed and protected

				• How access to modify or create keys is restricted to appropriate personnel

				• Identify when it is appropriate to encrypt ePHI


				Obtain and review documentation demonstrating the encrypted mechanism is implemented to encrypt ePHI. Evaluate and determine whether encrypted mechanism has the capability to encrypt ePHI when it is deemed as appropriate.


				Obtain and review documentation demonstrating that electronically transmitted ePHI is encrypted. Evaluate and determine if ePHI encrypted is appropriate and in accordance with related policies and procedures.


				Has the entity chosen to implement an alternative measure?

				If yes, obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.

				Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification.",A
Security,164.314(a)(1),Business Associate Contracts or Other Arrangements,"§ 164.314(a)(1): The contract or other arrangement between the covered entity and its business associate required by § 164.308(b)(3) must meet the requirements of paragraph (a)(2)(i) or (a)(2)(ii) of this section, as applicable.","Does the entity have policies and procedures in place regarding its contractual arrangements with contractors or other entities to which it discloses ePHI for use on its behalf?


				Elements to review may include but are not limited to:

				• Does the entity use a standard business associate contract with contractors or other entities to which it discloses ePHI

				• What is the approval process for deviations of standard business associate contracts


				Obtain and review the entity's standard business associate contract template(s). Evaluate and determine that the entity's standard business associate contract template(s) meet the requirements of 45 CFR § 164.314(a)(2)(i), § 164.314(a)(2)(ii), or § 164.314(a)(2)(iii), as applicable.


				Obtain and review documentation demonstrating the entity's approval process when deviations affecting the implementation of safeguards to protect ePHI are considered. Evaluate and determine if the entity's policies for approving deviations affecting safeguards to protect ePHI are appropriate.",R
Security,164.314(a)(2)(i)(A),Business associate contracts,§ 164.314(a)(2)(i)(A): The contract must provide that the business associate will— (A) Comply with the applicable requirements of this subpart;,"Does the entity have policies and procedures in place regarding the content of its business associate contracts to ensure that its business associates will comply with applicable requirements of Subpart C of 45 CFR Part 164?


				Obtain and review business associate contracts. Evaluate and determine if the business associate contracts provide that the entity's business associates shall implement appropriate safeguards and comply with Subpart C of 45 CFR Part 164 with respect to ePHI to prevent the use or disclosure of PHI other than as provided for by the business associate contract.",R
Security,164.314(a)(2)(i)(B),Business associate contracts.,"§ 164.314(a)(2)(i)(B):The contract must provide that the business associate will, in accordance with § 164.308(b)(2), ensure that any subcontractors that create, receive, maintain, or transmit electronic protected health information on behalf of the business associate agree to comply with the applicable requirements of this subpart by entering into a contract or other arrangement that complies with this section","Does the entity have policies and procedures in place requiring that its business associate contracts or other arrangements require that subcontractors that create, receive, maintain or transmit ePHI on behalf of its business associates agree to comply with the applicable parts of Subpart C of 45 CFR Part 164 by entering into a business associate contract or other arrangement that complies with 45 CFR § 164.314(a)?


				Obtain and review business associate contracts. Evaluate and determine if the business associate contracts require that business associate's subcontractors comply with the applicable parts of Subpart C of 45 CFR Part 164 by entering into a business associate contract or other arrangement that complies with 45 CFR § 164.314(a).",R
Security,164.314(a)(2)(i)(C),Business associate contracts.,"§ 164.314(a)(2)(i)(C): The contract must provide that the business associate will report to the covered entity any security incident of which it becomes aware, including breaches of unsecured protected health information as required by § 164.410","Does the entity have policies and procedures in place regarding the content of its business associate contracts to ensure that its business associates will report any security incident of which it becomes aware, including breaches of unsecured PHI, as required by 45 CFR § 164.410?


				Obtain and review business associate contracts. Evaluate and determine if the business associate contracts require that business associates report any security incident of which it becomes aware, including breaches of unsecured PHI, as required by 45 CFR § 164.410.


				Obtain and review documentation demonstrating that the entity's business associates have reported security incidents of which it was aware, including breaches of unsecured PHI, as required by 45 CFR § 164.410.",R
Security,164.314(a)(2)(ii),Other Arrangements,§ 164.314(a)(2)(ii): The covered entity is in compliance with paragraph (a)(1) of this section if it has another arrangement in place that meets the requirements of § 164.504(e)(3).,"Does the entity have policies and procedures in place regarding other arrangements to have in place (e.g., a Memorandum of Understanding if the covered entity and business associate are government agencies) that meet the requirements of 45 CFR § 164.504(e)(3)?


				Obtain and review documentation of the entity's other arrangements with business associates. Evaluate and determine if the other arrangements meet the requirements of 45 CFR § 164.504(e)(3).",R
Security,164.314(a)(2)(iii),Business associate contracts with subcontractors,§ 164.314(a)(2)(iii): The requirements of paragraphs (a)(2)(i) and (a)(2)(ii) of this section apply to the contract or other arrangement between a business associate and a subcontractor required by § 164.308(b)(4) in the same manner as such requirements apply to contracts or other arrangements between a covered entity and business associate.,"Does the business associate have policies and procedures in place regarding business associate contracts or other arrangements with its subcontractors such that the requirements of 45 CFR § 164.314(a)(2)(i)-(ii) would apply to the business associate and its subcontractors in the same manner as such requirements apply to a covered entity and its business associates?


				Obtain and review business associate contracts entered into with subcontractors. Evaluate and determine if the business associate contracts require that the requirements of 45 CFR § 164.314(a)(2)(i)-(ii) would apply to the business associate and its subcontractor in the same manner as such requirements apply to a covered entity and its business associates.",R
Security,164.314(b)(1),Requirements for Group Health Plans,"§ 164.314(a)(b)(1): Except when the only electronic protected health information disclosed to a plan sponsor is disclosed pursuant to § 164.504(f)(1)(ii) or (iii), or as authorized under § 164.508, a group health plan must ensure that its plan documents provide that the plan sponsor will reasonably and appropriately safeguard electronic protected health information created, received, maintained, or transmitted to or by the plan sponsor on behalf of the group health plan.","Does the group health plan have policies and procedures in place to ensure that its plan documents provide that the plan sponsor will reasonably and appropriately safeguard ePHI created, received, maintained or transmitted to or by the plan sponsor on behalf of the group health plan?


				Obtain and review plan documents. Evaluate and determine that, except when the only ePHI disclosed to a plan sponsor is in accordance with 45 CFR § 164.504(f)(1)(ii) or (iii) or authorized under 45 CFR § 164.508, that the plan documents provide that the plan sponsor will reasonably and appropriately safeguard ePHI created, received, maintained or transmitted to or by the plan sponsor on behalf of the group health plan.",R
Security,164.314(b)(2)(i),Group Heath Plan Implementation Specification,"§ 164.314(b)(2)(i): The plan documents of the group health plan must be amended to incorporate provisions to require the plan sponsor to-- (i) Implement administrative, physical, and technical safeguards that reasonably and appropriately protect the confidentiality, integrity, and availability of the electronic protected health information that it creates, receives, maintains, or transmits on behalf of the group health plan.","Do the plan documents of the group health plan include language that requires the sponsor to implement administrative, physical, and technical safeguards that reasonably and appropriately protect the confidentiality, integrity, and availability of the ePHI that it creates, receives, maintains, or transmits on behalf of the group health plan?


				Obtain and review plan documentation. Evaluate and determine that the plan documents of the group health plan requires the sponsor to implement administrative, physical, and technical safeguards that reasonably and appropriately protect the confidentiality, integrity, and availability of the ePHI that it creates, receives, maintains, or transmits on behalf of the group health plan.",R
Security,164.314(b)(2)(ii),Group Heath Plan Implementation Specification,§ 164.314(b)(2)(ii): The plan documents of the group health plan must be amended to incorporate provisions to require the plan sponsor to-- (ii) Ensure that the adequate separation required by § 164.504(f)(2)(iii) is supported by reasonable and appropriate security measures.,"Do the plan documents of the group health plan incorporate provisions to ensure that adequate separation required by 45 CFR § 164.504(f)(2)(iii) is supported by reasonable and appropriate security measures?


				Obtain and review plan documentation. Evaluate and determine that the plan documents of the group health plan ensures adequate separation between the group health plan and the plan sponsor, including the sponsor's employees, classes of employees, or other persons who will be given access to the ePHI.",R
Security,164.314(b)(2)(iii),Group Heath Plan Implementation Specification,§ 164.314(b)(2)(iii): The plan documents of the group health plan must be amended to incorporate provisions to require the plan sponsor to-- (iii) Ensure that any agent to whom it provides this information agrees to implement reasonable and appropriate security measures to protect the information.,"Do the plan documents of the group health plan incorporate provisions to include language that requires the sponsors to ensure that any agent to whom it provides this information agrees to implement reasonable and appropriate security measures to protect the information?


				Obtain and review plan documentation. Evaluate and determine that the plan documents of the group health plan requires that plan sponsors ensure that any agent to whom it provides this information agrees to implement reasonable and appropriate security measures to protect the information.",R
Security,164.314(b)(2)(iv),Group Heath Plan Implementation Specification,§ 164.314(b)(2)(iv): The plan documents of the group health plan must be amended to incorporate provisions to require the plan sponsor to-- (iv) Report to the group health plan any security incident of which it becomes aware.,"Do the plan documents of the group health plan incorporate provisions to include language that requires plan sponsors to report to the group health plan any security incident of which it becomes aware?


				Obtain and review plan documentation. Evaluate and determine that the plan documents of the group health plan requires that plan sponsors report to the group health plan any security incident, including any breach of unsecured ePHI, of which it becomes aware.",R
Security,§164.316(a),Policies and Procedures,"§164.316(a): Implement reasonable and appropriate policies and procedures to comply with the standards, implementation specifications, or other requirements of this subpart, taking into account those factors specified in §164.306(b)(2)(i), (ii), (iii), and (iv). This standard is not to be construed to permit or excuse an action that violates any other standard, implementation specification, or other requirements of this subpart. A covered entity or business associate may change its policies and procedures at any time, provided that the changes are documented and are implemented in accordance with this subpart.","Does the entity have policies and procedures in place to implement reasonable and appropriate policies and procedures to comply with the standards, implementation specification or other requirements of the Security Rule?


				Obtain and review documentation of the policies and procedures regarding the implementation of policies and procedures required to comply with Security Rule standards, implementation specifications or other requirements.",R
Security,§164.316(b)(1),Documentation,"§164.316(b)(1):

				(i) Maintain the policies and procedures implemented to comply with this subpart in written (which may be electronic) form; and

				(ii) If an action, activity or assessment is required by this subpart to be documented, maintain a written (which may be electronic) record or the action, activity, or assessment.","Does the entity have policies and procedures to maintain written policies and procedures related to the security rule and written documents of (if any) actions, activities, or assessments required of the security rule?


				Obtain and review policies and procedures regarding the maintenance of policies and procedures.


				Obtain and review documentation demonstrating that policies and procedures are being maintained.


				Obtain and review written documentation demonstrating the entity's action, activity or assessment that is required by the Security Rule. Evaluate and determine if such implementation is in accordance with related policies and procedures.",R
Security,§164.316(b)(2) (i),Documentation – Time Limit,"§164.316(b)(2)(i): Retain the documentation required by paragraph (b)(1) of this section for 6 years from the date of its creation or the date when it last was in effect, whichever is later.","Does the entity have policies and procedures in place regarding the retention of required documentation for six (6) years from the date of its creation or the date when it last was in effect?


				Obtain and review documentation of policies and procedures for compliance with retention requirements.


				Obtain and review documentation demonstrating that policies and procedures are being maintained for six (6) years from the date of its creation or the date when it last was in effect.


				Obtain and review documentation demonstrating that an action, activity, or assessment is being maintained for six (6) years from the date of its creation or the date when it last was in effect. Evaluate and determine if such implementation is in accordance with related policies and procedures.",R
Security,§164.316(b)(2) (ii),Documentation- Availability,§164.316(b)(2)(ii): Make documentation available to those persons responsible for implementing the procedures to which the documentation pertains.,"Does the entity have policies and procedures in place requiring that documentation be made available to the workforce members responsible for implementing applicable Security Rule policies and procedures?


				Obtain and review documentation of policies and procedures regarding the availability of documentation.


				Obtain and review documentation demonstrating that Security Rule policies and procedures are made available to the workforce members responsible for implementing the pertaining procedures. Evaluate and determine if implementation is in accordance with related policies and procedures.",R
Security,§164.316(b)(2) (iii),Documentation – Updates,"§164.316(b)(2)(iii): Review documentation periodically, and update as needed, in response to environmental or operational changes affecting the security of the electronic protected health information.","Does the entity have policies and procedures in place to perform periodic reviews and updates to Security Rule policies and procedures?


				Obtain and review policies and procedures regarding documentation reviews and updates.


				Obtain and review documents demonstrating that policies and procedures are reviewed and updated on a periodic basis. Evaluate and determine if such implementation is in accordance with related policies and procedures.",R
Breach,§164.414(a),"Administrative

				Requirements","§164.414(a)

				Administrative Requirements.

				A covered entity is required to comply with the administrative requirements of §164.530(b), (d), (e), (g), (h), (i), and (j) with respect to 45 CFR Part 164, Subpart D (\"the Breach Notification Rule\").


				[Training, complaints to the covered entity, sanctions, refraining from intimidating or retaliatory acts, waiver of rights, policies and procedures, and documentation]","164.414(a)

				Administrative Requirements: Has the covered entity adequately implemented the required 164.530 provisions as they relate to the Breach Notification Rule? Inquire of management.",
Breach,§164.530(b),Training,"§164.530(b)

				Training.

				All workforce members must receive training pertaining to the Breach Notification Rule.","164.530(b) - Training

				Obtain and review the covered entity's policies and procedures. Evaluate whether they are consistent with the requirement to provide training pertaining to the Breach Notification Rule.


				Has the covered entity trained its workforce on the applicable provisions?

				• Obtain and review the content of covered entity's training materials

				• Obtain and review evidence that all workforce members received the training, e.g., training sign in sheets.",
Breach,§164.530(d),Complaints,"164.530(d)

				Complaints.

				All covered entities must provide a process for individuals to complain about its compliance with the Breach Notification Rule.","164.530(d) - Complaints to the covered entity

				Obtain and review the covered entity's policies and procedures. Evaluate whether they are consistent with the requirement to provide a process for individuals to complain about the covered entity's compliance with the Breach Notification Rule.


				Does the covered entity have a process in place for individuals to complain about its compliance with the Breach Notification Rule?

				Has the covered entity received any such complaints? If yes, obtain and review a list of complaints received in the specified period and the disposition of such complaints, including documentation of actions taken by the covered entity or business associate to investigate and resolve the potential breach. Use sampling methodologies to select complaints to be reviewed and verify that actions taken were consistent with the requirements of the Breach Notification Rule.",
Breach,§164.530(e),Sanctions,"164.530(e)

				Sanctions.

				All covered entities must sanction workforce members for failing to comply with the Breach Notification Rule.","164.530(e) – Sanctions

				Obtain and review the covered entity’s policies and procedures. Evaluate whether they are consistent with the requirement to sanction a covered entity’s workforce members.


				Has the covered entity sanctioned any workforce members for failing to comply with its policies and procedures as they relate to the Breach Notification Rule? If yes, obtain and review a complete list of sanctions, including the type of sanction applied and the type of action that led to the sanction and any other relevant information. Use sampling methodologies to select sanctions to be reviewed and verify that actions taken were consistent with the requirements of the Breach Notification Rule.",
Breach,§164.530(g),Refraining from Retaliatory Acts,"164.530(g)

				Refraining from Retaliatory Acts.

				All covered entities must have policies and procedures in place to prohibit retaliatory acts.","164.530(g) – Refraining from Retaliatory Acts

				Does the covered entity have appropriate policies and procedures in place to prohibit retaliation against any individual for exercising a right or participating in a process (e.g., assisting in an investigation by HHS or other appropriate authority or for filing a complaint) or for opposing an act or practice that the person believes in good faith violates the Breach Notification Rule? Obtain and review such policies and procedures.",
Breach,§164.530(h),Waiver of Rights,"164.530(h)

				Waiver of Rights.

				All covered entities must have policies and procedures in place to prohibit it from requiring an individual to waive any rights under the Breach Notification Rule as a condition of the provision of treatment, payment, enrollment in a health plan, or eligibility for benefits.","164.530(h) – Waiver of Rights

				Does the covered entity have appropriate policies and procedures in place to prohibit it from requiring an individual to waive any right under the Breach Notification Rule as a condition of the provision of treatment, payment, enrollment in a health plan, or eligibility for benefits? Obtain and review such policies and procedures. If patient or health plan member intake forms are used, obtain and review to confirm that such a requirement is not contained within them.",
Breach,§164.530(i),Policies and Procedures,"164.530(i)

				Policies and Procedures.

				All covered entities must have policies and procedures that are consistent with the requirements of the Breach Notification Rule.","164.530(i) – Policies and Procedures

				Does the covered entity have policies and procedures that are consistent with the requirements of the Breach Notification Rule?

				• Obtain and review the covered entity’s policies and procedure for evaluating the appropriate action under the Breach Notification Rule when there is an impermissible use or disclosure of PHI.

				• Obtain and review the covered entity’s policies and procedures for providing notifications to individuals, the media (if applicable), and the Secretary.

				• Obtain and review the covered entity’s policies and procedures for requiring business associates to report an impermissible use or disclosure of PHI to the covered entity and the covered entity’s process for handling such reports.",
Breach,§164.530(j),Documentation,"164.530(j)

				Documentation.

				All covered entities must have policies and procedures in place for maintaining documentation.","164.530(j) - Documentation

				Does the covered entity have policies and procedures for maintaining documentation consistent with the requirements at §164.530(j)?

				• Obtain and review documentation that the covered entity maintains its policies and procedures, in written or electronic form, until 6 years after the later of the date of their creation or the last effective date.

				• Obtain and review documentation that the covered entity maintains all other documentation required by 164.530(j)(1) until 6 years after the later of the date of their creation or the last effective date.",
Breach,§164.402,Definitions: Breach – Risk Assessment,"§164.402

				Definitions: Breach - Risk Assessment.

				Breach means the acquisition, access, use, or disclosure of PHI in a manner not permitted under subpart E of this part which compromises the security or privacy of the PHI.


				(2) Except as provided in paragraph (1) of this definition, an acquisition, access, use, or disclosure of PHI in a manner not permitted under subpart E is presumed to be a breach unless the covered entity or business associate, as applicable, demonstrates that there is a low probability that the PHI has been compromised based on a risk assessment of at least the following factors:

				(i) The nature and extent of the PHI involved, including the types of identifiers and the likelihood of re-identification;

				(ii) The unauthorized person who used the PHI or to whom the disclosure was made;

				(iii) Whether the PHI was actually acquired or viewed; and

				(iv) The extent to which the risk to the PHI has been mitigated.","§164.402 Definitions: Breach - Risk Assessment

				Does the covered entity have policies and procedures for determining whether an impermissible use or disclosure requires notifications under the Breach Notification Rule?


				Does the covered entity have a process for conducting a breach risk assessment when an impermissible use or disclosure of PHI is discovered, to determine whether there is a low probability that PHI has been compromised?

				If not, does the covered entity have a policy and procedure that requires notification without conducting a risk assessment for all or specific types of incidents that result in impermissible uses or disclosures of PHI?


				Obtain and review policies and procedures regarding the process for determining whether notifications must be provided when there is an impermissible acquisition, access, use, or disclosure of PHI.


				If the entity does not have a policy and procedure that treats all potential breaches as requiring notifications without conducting a risk assessment, review the covered entity’s risk assessment policies and procedures. Evaluate whether they require the covered entity to consider at least the following four factors:

				(i) The nature and extent of the PHI involved, including the types of identifiers and the likelihood of re-identification

				(ii) The unauthorized person who used the PHI or to whom the disclosure was made

				(iii) Whether the PHI was actually acquired or vie

				(iv) The extent to which the risk to the PHI has been mitigated.


				Obtain a list of risk assessments, if any, conducted within the specified period where the covered entity determined there was a low probability of compromise to the PHI. Use sampling methodologies to select documentation of risk assessments to assess whether the risk assessments were completed in accordance with §164.402(2).


				Obtain a list of risk assessments, if any, conducted within the specified period where the covered entity determined that the PHI was compromised and notification were required under 164.404-164.408. Use sampling methodologies to select documentation of risk assessments to assess whether the risk assessments were completed in accordance with §164.402(2).",
Breach,§164.402,"Definitions: Breach - exceptions


				Unsecured PHI","§164.402 - Definitions: Breach Exceptions - Unsecured PHI

				Breach means the acquisition, access, use, or disclosure of PHI in a manner not permitted under subpart E of this part which compromises the security or privacy of the PHI.

				(1) Breach excludes:

				(i) Any unintentional acquisition, access, or use of PHI by a workforce member or person acting under the authority of a covered entity or a business associate, if such acquisition, access, or use was made in good faith and within the scope of authority and does not result in further use or disclosure in a manner not permitted under subpart E of this part.

				(ii) Any inadvertent disclosure by a person who is authorized to access PHI at a covered entity or business associate to another person authorized to access PHI at the same covered entity or business associate, or organized health care arrangement in which the covered entity participates, and the information received as a result of such disclosure is not further used or disclosed in a manner not permitted under subpart E of this part.

				(iii) A disclosure of PHI where a covered entity or business associate has a good faith belief that an unauthorized person to whom the disclosure was made would not reasonably have been able to retain such information.

				(2) Except as provided in paragraph (1) of this definition, an acquisition, access, use, or disclosure of protected health information in a manner not permitted under subpart E is presumed to be a breach unless the covered entity or business associate, as applicable, demonstrates that there is a low probability that the protected health information has been compromised based on a risk assessment of at least the following factors:

				(i) The nature and extent of the protected health information involved, including the types of identifiers and the likelihood of re-identification;

				(ii) The unauthorized person who used the protected health information or to whom the disclosure was made;

				(iii) Whether the protected health information was actually acquired or viewed; and

				(iv) The extent to which the risk to the protected health information has been mitigated.

				Unsecured protected health information means protected health information that is not rendered unusable, unreadable, or indecipherable to unauthorized persons through the use of a technology or methodology specified by the Secretary in the guidance issued under section 13402(h)(2) of Public Law 111-5.","§164.402 - Definitions: Breach Exceptions - Unsecured PHI

				Did the covered entity or business associate determine that an acquisition, access, use or disclosure of protected health information in violation of the Privacy Rule not require notifications under §§164.404-164.410 within the specified period?


				• If yes, did the covered entity or business associate determine that one of the regulatory exceptions to the definition of breach at §164.402(1) apply? If yes, obtain documentation of such determination. Use sampling methodologies to select and review documentation that such were completed in accordance with §164.402.


				• If yes, did the covered entity or business associate determine that the breach did not require notification, under §§164.404-410, because the PHI was not unsecured PHI, i.e., it was rendered unusable, unreadable, or indecipherable to unauthorized persons through the use of a technology or methodology specified in the applicable guidance? If yes, obtain and review documentation. Use sampling methodologies to select and review documentation that such were completed in accordance with §164.402.",
Breach,§164.404(a),Notice to Individuals,"§164.404(a)(1)

				Notice to Individuals.

				A covered entity shall, following the discovery of a breach of unsecured protected health information, notify each individual whose unsecured protected health information has been, or is reasonably believed by the covered entity to have been, accessed, acquired, used, or disclosed as a result of such breach.

				(2) Breaches treated as discovered. For purposes of paragraph (a)(1) of this section, §§ 164.406(a), and 164.408(a), a breach shall be treated as discovered by a covered entity as of the first day on which such breach is known to the covered entity, or, by exercising reasonable diligence would have been known to the covered entity. A covered entity shall be deemed to have knowledge of a breach if such breach is known, or by exercising reasonable diligence would have been known, to any person, other than the person committing the breach, who is a workforce member or agent of the covered entity (determined in accordance with the federal common law of agency).","§164.404(a)(1)

				Notice to Individuals

				Does the covered entity have policies and procedures for notifying individuals of a breach of their protected health information.


				Obtain and review a list of breaches, if any, in the specified period involving 500 or more individuals. Obtain and review documentation of notifications provided to the affected individuals. Determine whether notifications were provided to individuals consistent with the requirements in §164.404(a)(1).",
